Row,Business Type,Business Name,Phone,Rating,Website,Email
562,Medical Center,Healthline Medical Centre,+1 905-790-5400,2.4,https://healthlinewalkincl.wixsite.com/welcome,healthlinewalkinclinic@gmail.com; healhlinewalkinclinic@gmail.com; healthlinewalkinclinic@gmail.com; healhlinewalkinclinic@gmail.com
564,Medical Center,Healthline Medical Centre ( Yellow avens),+1 905-789-9100,2.3,https://healthlinewalkincl.wixsite.com/welcome,healthlinewalkinclinic@gmail.com; healhlinewalkinclinic@gmail.com; healthlinewalkinclinic@gmail.com; healhlinewalkinclinic@gmail.com
565,Medical Center,Pulse Urgent Care Centre,+1 289-801-8999,3.1,https://www.pulseucc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,
566,Medical Center,LifeCare Medicentre (new physician accepting new patients and walk-ins),+1 905-458-8233,2.6,https://ocean.cognisantmd.com/online-booking/406cd95d-a504-48eb-8ecb-a35abd9d4596,
567,Medical Center,William Osler Health System - Brampton Civic Hospital,+1 905-494-2120,2.1,http://www.williamoslerhs.ca/,
568,Medical Center,Brampton Urgent Care Centre,+1 905-799-2722,2.4,http://www.urgentcarecentre.ca/,info@urgentcarecentre.ca
569,Medical Center,Camps Health and Rehabilitation Clinic Inc.,+1 437-410-2267,5,https://acm.caserm.app/online-booking/402/select-activity/activities,info@campshealthclinic.com; info@campshealthclinic.com
570,Medical Center,Ultra-Modern Medical Inc.,+1 905-452-0015,1.8,https://ultramodernmedical.com/,
571,Physiotherapy Clinic,Ruhani Physio & Wellness,+1 905-488-0585,4.9,https://ruhaniphysio.com/,info@ruhaniphysio.com
573,Physiotherapy Clinic,Mayfield physio and sports rehab,+1 905-913-5544,4.9,https://mayfieldphysio.ca/,mayfieldphysio@gmail.com
574,Physiotherapy Clinic,Altum Health,+1 905-458-9118,4.8,http://www.altumhealth.com/,altumhealthreferrals@uhn.ca; medlegal.assessments@uhn.ca
575,Physiotherapy Clinic,Inspire massage and fitness clinic,+1 905-793-3226,4.8,http://www.inspiremassageandfitnessclinic.com/,inspiremassage@outlook.com
576,Physiotherapy Clinic,Dusk Physiotherapy,+1 289-801-8999 ext. 3,5,https://www.duskphysiotherapy.ca/physiotherapist-bramalea-road/?utm_source=GBP&utm_medium=organic,bg-our-philosophy@2x.jpg; bg-our-services@2x.jpg; faq-questions@2x.jpg; img-hero-banner@2x.jpg
577,Physiotherapy Clinic,Castlemore Advanced Therapeutics,+1 905-794-9922,4.9,https://catherapeutics.com/?utm_source=google-business&utm_medium=website&utm_campaign=castlemore-advanced-therapeutics,castlemorefrontdesk@gmail.com
579,Physiotherapy Clinic,Regain Rehab Centre,+1 905-793-9993,4.9,https://www.regainrehab.com/,info@regainrehab.com
580,Veterinary Clinic,Lacoste Animal Hospital Brampton,+1 905-913-8888,4.6,https://lacosteanimalhospital.ca/,petcare@lacosteanimalhospital.ca; petcare@lacosteanimalhospital.ca
582,Veterinary Clinic,The Cat Hospital Of Brampton,+1 905-495-4228,4.5,http://cathospitalofbrampton.com/,staff@cathospitalofbrampton.com
583,Law Firm,Vashishtha Law Office,+1 905-915-7786,4.8,http://www.vashishthalaw.ca/,office@vashishthalaw.ca; rajesh@vashishthalaw.ca
584,Law Firm,Madanjit Walia Law Office,+1 905-459-5117,3,https://mwalialaw.com/,info@mwalialaw.com
585,Law Firm,Bajaj Law Professional Corporation,+1 905-789-8833,5,http://www.bajajlawyers.com/,
586,Law Firm,GPS Criminal Law Firm,+1 647-972-3555,5,https://gpslawfirm.ca/,gps@gpslawfirm.ca
587,Law Firm,K J Law Professional Corporation,+1 416-854-8713,4.8,http://kjlawprofessional.ca/,kamaljitlawoffice@gmail.com
588,Law Firm,Justice Shield Law Professional Corporation,+1 416-917-2562,4.9,https://www.jslpc.ca/,info@jslpc.ca
589,Law Firm,S S Loomba Law Professional Corporation,+1 647-917-1707,4.9,http://www.ssloombalaw.ca/,info@ssloombalaw.ca
590,Law Firm,Thind Law P.C.,+1 416-357-5700,4.7,https://thindlaw.ca/,info@thindlaw.ca
591,Law Firm,Dhasi Law Professional Corporation,+1 647-509-6952,4.9,https://www.dhasilaw.com/,info@dhasilaw.com
592,Law Firm,Mann Law Firm,+1 905-799-9333,4.1,http://www.mannlawfirm.ca/,
593,Accounting Office,Tax Return Filers,+1 647-483-1727,5,https://taxreturnfilers.com/,narinder@taxreturnfilers.com; support@taxreturnfilers.com; umar@taxreturnfilers.com; waqar@taxreturnfilers.com
595,Accounting Office,Eccountant,+1 905-793-9599,4.9,https://eccountant.ca/,info@eccountant.ca
597,Real Estate Agency,Best Commercial Real Estate Agent Brampton German Sandhu Realtor,+1 905-757-1313,5,https://germansandhu.ca/,info@germansandhu.ca; sandhuhomes1313@gmail.com
599,Real Estate Agency,"PARAMSURI , BROKER ( KING REALTY BROKERAGE INC.)",+1 647-280-7874,5,http://paramsuri.com/,
600,Real Estate Agency,Rupinder Tiwana - Real Estate Agent - Homelife Silvercity,+1 647-458-5070,,https://tiwanahomes.ca/,tiwana.realtor@gmail.com
601,Real Estate Agency,"Avtar Singh, Homelife Silvercity Realty Inc.",+1 647-782-8185,5,http://www.avtarsingh.ca/,
602,Real Estate Agency,Captain Real Estate Ltd.,+1 416-848-2000,3.9,https://captainrealestate.ca/,info@captainrealestate.ca; info@captainrealestate.ca
603,Real Estate Agency,Rocky Matharoo Real Estate Group,+1 647-821-2801,4.8,http://rockysellsgta.com/,
604,Real Estate Agency,Satinder Mangat | Leading Real Estate Expert | Top Rated,,5,https://satindermangat.ca/,
605,Real Estate Agency,Rocky Saini - Re/Max Gold Realty Inc.,+1 647-770-1567,5,http://www.rockysaini.com/,
606,Real Estate Agency,Team Sukhvinder Re/Max,+1 416-894-6030,4.9,http://www.teamsukhvinder.com/,
607,Real Estate Agency,Best Realtor in Brampton | Sale and Purchase of Homes | Top Home Sellers,+1 647-333-5143,5,http://tophomesellers.ca/,
610,Insurance Agency,Diamond Insurance Group Inc & Diamond Financial Group,+1 905-951-0029,4.5,http://diamondinsurancegroup.ca/,info@dig.insure
611,Insurance Agency,CHARAN S RAI INSURANCE BROKER,+1 416-400-9997,4.3,https://raiinsurance.ca/about/,csrai7@gmail.com; info@basictheme.com
614,Daycare Center,Learning Happens Home Child Care Agency,+1 416-855-4242,5,http://learninghappenschildcare.com/,info@learninghappenschildcare.com; support@thinkflame.com
615,Daycare Center,Little Galaxy Childcare & Montessori,+1 905-247-5507,4.9,https://littlegalaxycc.com/,20bradford@littlegalaxycc.com; 20bramptongore@littlegalaxycc.com; 20hensall@littlegalaxycc.com; bradford@littlegalaxycc.com; bramptongore@littlegalaxycc.com; hensall@littlegalaxycc.com
616,Daycare Center,Learning Happens Licensed,+1 416-855-4242,4.5,https://learninghappenschildcare.com/,info@learninghappenschildcare.com; support@thinkflame.com
617,Daycare Center,Brampton Great Lakes YMCA Before and After School Program,+1 289-971-0052,3.3,https://www.ymcagta.org/find-a-y/brampton-great-lakes-ymca-before-and-after-school-program,memberservices@ymcagta.org
618,Gym / Fitness Center,GoodLife Fitness Brampton Mayfield and Bramalea,+1 905-791-7135,4.1,https://www.goodlifefitness.com/clubs/club.340.html?utm_source=G&utm_medium=LPM&utm_campaign=GoodlifeFitness,members@goodlifefitness.com
619,Gym / Fitness Center,Elevate Nation - Athletic Training Studio,+1 647-575-1148,5,https://www.elevate-nation.com/,460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; info@elevate-nation.com
620,Gym / Fitness Center,Universal Barbell,+1 647-922-5714,4.9,https://universalbarbell.com/,
622,Beauty Salon & Spa,Outlook Salon & Spa - Barbershop Brampton,+1 905-792-1484,4.7,http://www.outlooksalon.ca/,outlooksalon.ca@gmail.com
623,Beauty Salon & Spa,New Style Salon & Spa,+1 905-793-7177,4.1,https://www.instagram.com/new_style_salon_and_spa?igsh=MWtzZDQyZXZjYm0zZg==,
627,Beauty Salon & Spa,Beauty Palace Salon Spa And Laser,+1 905-794-8084,4.5,http://beautypalacesalon.ca/,info@beautypalacesalon.ca
628,Beauty Salon & Spa,Kreative Kuts Salon & Spa,+1 905-790-8000,4.1,https://www.facebook.com/Kreativekuts/,dev7561@gmail.com
629,Optometry Clinic,Inspire Vision Care - Dr Patel Optometrist & Optical,+1 289-505-1205,4.9,http://www.inspirevisioncare.com/,info@inspirevisioncare.ca; reception@ovdc.ca
630,Optometry Clinic,OJO Optical,+1 905-793-5866,4.8,https://ojooptical.com/booknow,contact@ojooptical.com
631,Optometry Clinic,Purba Vision,+1 905-789-5600,4.3,http://www.purbavision.com/,service@purbavision.com
633,Optometry Clinic,Springdale Eyewear,+1 905-487-0161,4.8,http://www.springdaleeyewear.ca/,springdaleeyewear@gmail.com
635,Optometry Clinic,I Optical eye,+1 905-794-2011,4.5,https://www.eyeoptical.ca/,
636,Optometry Clinic,"Akal Optical, Optometrist & Optician",+1 905-794-6300,5,https://www.akaloptical.com/lp/lp-lacoste-blvd,info@akaloptical.com
637,Pharmacy,I.D.A. B & C PHARMACY,+1 289-569-0125,4.9,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/b-a-c-pharmacy-7029700?utm_source=google&utm_medium=maps&utm_campaign=local_presence,
638,Pharmacy,Health Solutions Plus Remedy'sRx,+1 905-789-1003,4.3,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/health-solutions-plus-remedysrx-7024790?utm_source=google&utm_medium=maps&utm_campaign=local_presence,
639,Pharmacy,Father Tobin Pharmacy,+1 905-793-3510,4,http://www.mylocalrx.ca/,
640,Pharmacy,Pharmasave Springdale Bovaird,+1 905-595-4968,4.5,https://pharmasavebovairdspringdale.com/,
642,Chiropractic Clinic,CAMP Health and Wellness,+1 437-410-2267,5,https://camphealth.ca/,
643,Funeral Home,Flowers by Fortinos,+1 905-793-8200,4.5,https://www.fortinosflowers.ca/find-your-location?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,
644,Funeral Home,Loflin Funeral Home & Cremation Service,+1 336-824-2386,4.8,http://www.loflinfuneralservice.com/,info@loflinfuneralservice.com; loflinfuneralhome@embarqmail.com
645,Funeral Home,Ridge Funeral Home & Cremation Service,+1 336-626-2115,4.6,http://www.ridgefuneralhome.com/,ridge@ridgefuneralhome.com
646,Funeral Home,Swartz Family Community Mortuary,+1 317-738-0202,4.8,https://www.swartzmortuary.com/obits,jeff@swartzmortuary.com; jeff@swartzmortuary.com
647,Funeral Home,"Szal Funeral Home, Inc.",+1 412-331-9713,5,https://www.szalfuneralhome.com/,info@szalfuneralhome.com; michael@szalfuneralhome.com; mpffd@icloud.com; mpffd@me.com; zoe@szalfuneralhome.com
648,Funeral Home,Novel Transport Inc.,+1 416-617-3308,5,http://noveltransport.ca/,info@noveltransport.ca
649,Auto Dealership,Legacy Motors,+1 416-923-2959,4.8,http://www.legacymotors.ca/,
650,Auto Dealership,Big Bull Motors,+1 437-440-5400,4.8,https://www.bigbullmotors.ca/,info@bigbullmotors.ca
651,Private School / Tutoring,"Computer Science, Programming, Coding Online Tutor- By Dr. Gurinderjeet Kaur",+1 226-232-4191,5,https://www.thecomputersciencetutor.com/,gkcstutor@gmail.com; gkcstutor@gmail.com
653,Dental Clinic,Avondale Dental,+1 905-793-7277,4.8,http://www.avondaledental.ca/,info@avondaledental.ca
654,Dental Clinic,Altima Bramalea Dental Centre,+1 905-793-2522,4.6,https://altimabramaleadental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB,bramalea@altima.ca; bramalea@altima.ca
655,Dental Clinic,BramCare Dental Centre,+1 905-793-8177,4.2,https://www.bramcaredental.com/,bramcare321@gmail.com
656,Dental Clinic,Bramptonccd,+1 905-799-6333,4.7,https://www.bramptonccd.com/,info@bramptonccd.com
657,Dental Clinic,Magnolia Dental Brampton,+1 905-581-3883,5,https://magnoliadentalbrampton.ca/,info@magnoliadentalbrampton.ca; info@magnoliadentalbrampton.ca
658,Dental Clinic,AXIS Dental,+1 905-452-7111,4.2,https://www.axisdental.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB,info@drpapneja.com
659,Dental Clinic,Omni Dental,+1 905-791-4441,4.9,http://omnidental.ca/,
660,Dental Clinic,Brampton Dental Care,+1 905-796-8838,4.3,https://bramptondentalcare.ca/?nocache=1,bramptondentalcare@gmail.com
661,Dental Clinic,BCC DENTAL CLINIC,+1 905-724-8686,4.8,https://bccdental.ca/,bramaleadental@gmail.com
663,Medical Center,Bramalea Community Health Centre(Wellfort Community Health Services),+1 905-451-6959,4,https://www.wellfort.ca/,Kimberley.Floyd@wellfort.ca; info@wellfort.ca; finance@wellfort.ca
664,Medical Center,Healthpoint Family Medicine and Walk-in,+1 905-792-6500,2.6,http://healthpointmedicine.ca/,ealvarado@healthpointmedicine.ca; lionhead@healthpointmedicine.ca; office@healthpointmedicine.ca; remembrance@healthpointmedicine.ca; sandalwood@healthpointmedicine.ca
667,Medical Center,Finchlea Medical Centre,+1 905-792-6500,2.9,https://healthpointmedicine.ca/,ealvarado@healthpointmedicine.ca; lionhead@healthpointmedicine.ca; office@healthpointmedicine.ca; remembrance@healthpointmedicine.ca; sandalwood@healthpointmedicine.ca
670,Medical Center,Toronto Metropolitan University School of Medicine,,4.3,https://www.torontomu.ca/school-of-medicine/,tulrich@torontomu.ca; medicine@torontomu.ca; tulrich@torontomu.ca; medicine@torontomu.ca
672,Medical Center,Gateway Medical Clinic,+1 905-799-0096,3.9,http://gatewayclinic.ca/,
673,Physiotherapy Clinic,Bramalea Physiotherapy & Wellness Centre,+1 905-792-7757,4.9,https://www.bramaleaphysio.com/,info@bramaleaphysio.com; info@bramaleaphysio.com
674,Physiotherapy Clinic,Axiom Physiotherapy and Rehabilitation,+1 905-595-1001,4.9,https://www.axiomphysio.com/,contact@axiomphysio.com
675,Physiotherapy Clinic,Activa Clinics - Brampton,+1 905-791-7911,4.7,https://www.activaclinics.com/location/brampton/,intake@activaclinics.com
676,Physiotherapy Clinic,Health Plus Physiotherapy Clinic,+1 905-230-4673,5,http://healthplustherapy.com/,
677,Physiotherapy Clinic,Vital Care Physiotherapy,+1 905-460-8808,5,https://www.vitalcarephysiotherapy.com/,vitalcarephysio@gmail.com
679,Physiotherapy Clinic,Healing Vision Physio & Rehab,+1 905-487-0409,4.9,http://healingvision.ca/,
680,Veterinary Clinic,Derrydale Animal Hospital,+1 905-454-1600,4.7,https://derrydaleanimalhospital.ca/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; derrydalehospital@gmail.com
681,Veterinary Clinic,Hofmann Veterinary Clinic,+1 416-675-1790,4.8,https://vet4pet.ca/,hvc.vet@gmail.com
682,Veterinary Clinic,Malton Veterinary Services,+1 905-678-2929,4.6,https://maltonveterinaryservices.com/,maltonvet@rogers.com
684,Law Firm,Kaur Law Professional Corporation,+1 905-454-0099,4.7,http://www.kaurlaw.com/,rcp@kaurlaw.com
685,Law Firm,Dullet Law Firm,+1 647-929-5628,4.5,http://www.dulletlaw.com/,aman@dulletlaw.com
686,Law Firm,Dhillon Law Office,+1 416-997-4880,4.8,http://dhillonlawoffice.ca/,
687,Law Firm,Ahuja Law Professional Corporation,+1 647-963-0075,5,http://www.ahujalawpc.ca/,
688,Law Firm,Vyas Law Office,+1 416-601-3676,4.9,https://www.vyaslaw.ca/,info@vyaslaw.ca
689,Law Firm,Grewal Defence Law Professional Corporation,+1 647-327-1469,4.6,https://grewaldefence.ca/,grewaldefence@gmail.com
690,Law Firm,Aggarwal law,+1 416-613-0414,4.8,https://aggarwallaw.ca/,info@aggarwallaw.ca
691,Law Firm,Thind Law Enterprise Professional Corporation,+1 647-567-5218,5,https://www.tlepc.ca/,info@tlepc.ca
692,Law Firm,Lakhwinder Sandhu Law Firm PC,+1 416-904-5555,4.8,https://sandhu-law.ca/,lawcrim@gmail.com; lawyersandhu@gmail.com; lslawfirmpc@gmail.com
693,Law Firm,MoreLaw I More Law Professional Corporation 🏽‍ ️ 🏽‍ ️,+1 416-889-9200,5,http://www.morelaw.ca/,info@morelaw.ca
694,Law Firm,Supriya Chadha Law Professional Corporation,+1 289-499-2584,5,https://supriyachadha.com/,info@supriyachadha.com; info@supriyachadha.com
695,Accounting Office,ASHWANI SOOD CPA,+1 905-799-4660,4.9,http://ashwanisood.com/,aksood@ashwanisood.com; impallari@gmail.com
696,Accounting Office,AnalytIQ Accounting,+1 905-226-3166,5,http://www.analytiqaccounting.com/,
697,Accounting Office,MEEDA ACCOUNTING PROFESSIONAL CORPORATION,+1 905-783-5380,5,https://www.meedacpa.com/,info@meedacpa.com
698,Accounting Office,City Accounting & Tax Services,+1 416-300-6096,4.6,http://www.cityaccountingservice.ca/,info@cityaccountingservice.ca
699,Accounting Office,MZA CPA - Brampton Office,+1 437-424-9767,5,https://www.mzacpa.ca/,info@mzacpa.ca
700,Accounting Office,Birdi Chartered Professional Accountant,+1 905-499-3610,5,https://www.birdi.ca/,gbirdi@birdi.ca; name@company.com; wordpress@birdi.ca
701,Accounting Office,RISE CPA LLP,+1 647-847-1000,5,https://www.risecpallp.ca/,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
702,Accounting Office,Facile Fintax,+1 905-452-9991,5,https://facilefintax.ca/,
703,Accounting Office,GIRN ACCOUNTING SERVICES,+1 905-799-6292,4.8,http://www.girnaccounting.com/,
704,Accounting Office,"Wadehra Professional Corporation, CPA CA",+1 905-790-0657,4.9,http://wadehrapc.ca/,info@wadehrapc.ca
705,Real Estate Agency,Kiran Brar ( Broker) With RE/MAX Realty Services Inc. Brampton,+1 416-508-9940,4.9,https://www.homesbykiranbrar.ca/,
706,Real Estate Agency,"RE/MAX Realty Specialists Inc., Brokerage Brampton Branch",+1 905-456-3232,3.5,http://www.remaxspec.on.ca/,leads@remaxspec.on.ca
707,Real Estate Agency,"NAVPREET BHOGAL-GTA Rent, Buy, Sell and Invest Real Estate Broker Creating Wealth Through Real Estate",+1 647-937-3839,4.9,http://www.navpreetbhogal.com/,
708,Real Estate Agency,Realtor Vik Tomar,+1 647-629-6499,5,http://viktomar.ca/,realtorviktomar@gmail.com
709,Real Estate Agency,MyLocalRealtors By Rav Sarai,+1 647-637-0506,5,https://mylocalrealtors.ca/,ravsarai.realtor@gmail.com
710,Real Estate Agency,Harman Sangha Realtor : Re/max Gold,+1 416-953-0547,5,https://www.harman.homes/,hsangha@live.ca
711,Real Estate Agency,Sonia Singh,+1 647-886-4642,5,http://www.soniasinghrealestate.com/,
712,Real Estate Agency,Paramjit Soor,+1 647-985-4535,4.8,http://www.paramjitsoor.com/,
713,Insurance Agency,Titan Insurance Brokers Inc.,+1 905-799-9942,4.4,http://www.titaninsurance.ca/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; info@titaninsurance.ca
714,Insurance Agency,Aaxel Insurance Brokers Ltd,+1 905-362-8080,4.5,https://www.aaxel.ca/,
715,Insurance Agency,Kamal Insurance,+1 647-922-5554,4.9,http://www.kamalkaur.ca/,kamalinsurance9@gmail.com
716,Insurance Agency,Wohlstand Financial,+1 416-831-1961,5,https://wohlstandfinancial.com/,info@wohlstandfinancial.com
717,Insurance Agency,Simran Saini - Allkind Insurance,+1 416-994-7272,4.7,http://www.allkindinsurance.com/,allkindinsuranceinc@gmail.com
718,Insurance Agency,Sound Insurance Brokers,+1 905-794-3337,4.6,https://www.soundinsurance.ca/,info@soundinsurance.ca
719,Insurance Agency,MS Insurance Inc- Rajat Gupta / Affordable Super Visa & Travel Insurance in Canada,+1 416-427-8585,4.9,https://ms-insurance.ca/,info@ms-insurance.ca
721,Daycare Center,Brampton Central Park Dr. YMCA Child Care Centre,+1 905-793-5970,4,https://www.ymcagta.org/find-a-y/brampton-central-park-dr-ymca-child-care-centre,memberservices@ymcagta.org
722,Daycare Center,Children's Choice Daycare,+1 905-789-1716,4.8,http://www.childrenschoicedaycare.ca/,childrenschoice@rogers.com; childrenschoice@rogers.com
723,Daycare Center,Giant Leap Kids - Open till Midnight On Weekdays and 11 PM On Weekend,+1 647-367-9321,4.5,https://www.giantleapkids.com/,wecare@giantleapkids.com
724,Daycare Center,Brampton Howden Blvd. YMCA Child Care Centre,+1 905-454-9529,5,https://www.ymcagta.org/find-a-y/brampton-howden-blvd-ymca-child-care-centre,memberservices@ymcagta.org
725,Daycare Center,Mini-Skool 'A Child's Place' Inc.,+1 905-792-2230,4.1,https://www.mini-skool.ca/,bramalea@mini-skool.ca; brampton@mini-skool.ca; bromsgrove@mini-skool.ca; cawthra@mini-skool.ca; richmondhill@mini-skool.ca
726,Daycare Center,Akal Child Care,+1 905-913-7333,4.8,http://www.akalchildcare.ca/,
728,Daycare Center,Le Petit Kangaroo Child Care Education Centre,+1 905-216-2024,5,http://www.lpkangaroo.ca/,
729,Gym / Fitness Center,Sultan Fitness 02,+1 905-226-8157,5,https://sultanfitness02.com/,sultanfitness12@gmail.com
730,Gym / Fitness Center,Earnscliffe Recreation Centre,+1 905-792-2224,4.2,http://www.brampton.ca/EN/residents/Recreation/Community-Centres/Pages/Earnscliffe.aspx,mara.lanz@brampton.ca
732,Beauty Salon & Spa,The Aura salon Spa & Laser,+1 905-226-0047,4.9,https://theaurasalon.ca/,theaura4you@gmail.com
733,Beauty Salon & Spa,Luxe Salon and spa,+1 905-970-9956,4.8,https://www.luxesalonandspa.ca/,luxesalon87@gmail.com
734,Beauty Salon & Spa,"Beauty By Meet - Salon, Spa & Laser | Bridal Makeup & Hair | Beauty Academy",+1 905-799-6444,4.6,http://www.beautybymeet.com/,
735,Optometry Clinic,LensCrafters,+1 905-458-9918,4.8,https://local.lenscrafters.com/canada/on/brampton/25-peel-centre-drive.html?cid=yext_0962&y_source=1_MTIyMDI4NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,
736,Optometry Clinic,Dr. J. Deol & Associates Family Eye Care,+1 905-913-1109,4.9,https://www.drdeolfamilyeyecare.com/,
737,Optometry Clinic,Prism Dry Eye Clinic (formerly eyeLABS Optometry),+1 905-456-9333,4.2,http://eyelabs.ca/,
738,Optometry Clinic,Clarity Eye Brampton,+1 416-663-3937,2.4,https://clarityeye.ca/,info@clarityeye.ca
740,Optometry Clinic,Riverstone Eye Care,+1 905-915-9255,4.9,https://riverstoneeyecare.com/,info@riverstoneeyecare.com; info@riverstoneeyecare.com
741,Pharmacy,Kings Cross Pharmacy,+1 905-799-1788,3.2,https://www.pharmachoice.com/locations/kingscross-pharmacy/,
742,Pharmacy,Pharmasave Kensington Pharmacy,+1 905-792-3100,4.5,https://pharmasave.com/brampton-kensington,atulbadiani@hotmail.com; crystalbeachpharmacy@gmail.com; madawaskadrugs@gmail.com; pharmasave9407@gmail.com; portagepharmasave@gmail.com; ps406@email.ca
743,Pharmacy,Guardian Southgate Pharmacy,+1 905-790-8860,4.1,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/southgate-pharmacy-7003574?utm_source=google&utm_medium=maps&utm_campaign=local_presence,
744,Pharmacy,Pharmasave,+1 905-451-3644,4.4,http://www.pharmasavebramqueen.com/contactus.html,info@pharmasavebramqueen.com; info@pharmasavebramqueen.com
745,Pharmacy,Walmart Pharmacy,+1 905-793-9248,2.9,https://www.walmart.ca/en/cp/pharmacy-services-near-me/6000203002153?utm_source=local&utm_medium=listings&utm_campaign=ph&cmpid=gmb,cacustrel@wal-mart.com; help@customercare.walmart.com; support-cacustrel@wal-mart.com
746,Pharmacy,Metro Pharmacy,+1 905-793-0600,4.7,http://www.metro.ca/find-a-store/details.en.html?id=322&utm_source=G&utm_medium=local&utm_campaign=google-local,
747,Pharmacy,MedBox Rx Compounding Pharmacy,+1 905-451-4888,5,http://medboxpharmacy.ca/,better@medboxpharmacy.ca; info@medboxpharmacy.ca; info@stouffvilleapothecary.com; stockyards@medboxpharmacy.ca
749,Pharmacy,Pharmasave Maritime Pharmacy,+1 905-800-3200,5,https://pharmasave.com/brampton-maritime,atulbadiani@hotmail.com; crystalbeachpharmacy@gmail.com; madawaskadrugs@gmail.com; pharmasave9407@gmail.com; portagepharmasave@gmail.com; ps406@email.ca
751,Pharmacy,SaveOnRx Howden Pharmacy,+1 905-497-1170,4.6,https://howdenmedicalclinic.com/saveonrx/,info@howdenmedicalclinic.com
752,Pharmacy,"VANROSE PHARMACY & MEDICAL CENTER AT GOREWAY DRIVE, BRAMPTON",+1 289-748-2450,4.8,http://vanrosemedical.ca/,vanrosepharmacy1@gmail.com
753,Chiropractic Clinic,Royal Chiropractic and Sports Injury Clinic,+1 905-820-6262,4.9,https://www.royalclinic.ca/home.html,info@royalclinic.ca
754,Chiropractic Clinic,Infinite Motion Health,+1 647-767-5889,5,https://infinitemotion.ca/,infinitemotionhealth@gmail.com
755,Chiropractic Clinic,Healthmedica Brampton,+1 905-782-7246,5,http://www.healthmedica.ca/,
756,Chiropractic Clinic,Om Health and Wellness,+1 905-459-6800,5,https://omhw.ca/,astigma@astigmatic.com; eben@eyebytes.com; info@omhw.ca
757,Auto Dealership,Cars Galore Auto,+1 289-309-2068,4.7,http://carsgaloreauto.com/,todd@carsgaloreauto.com
758,Auto Dealership,Ali Baba Motors Canada,+1 647-985-4486,4.7,http://alibabamotors.ca/,alibabamotors4@gmail.com
759,Auto Dealership,Brampton Car Bazaar,+1 905-450-5866,5,https://bramptoncarbazaar.ca/,info@bramptoncarbazaar.ca
760,Private School / Tutoring,"Academy for Mathematics & English, Bramport",+1 905-791-1058,5,http://www.tutoringacademy.ca/locations/ontario/bramport.php,
761,Dental Clinic,Centennial Dental,+1 905-457-3606,4.5,https://www.trinitydental.ca/,
762,Dental Clinic,SmileMakers Dental,+1 905-457-0778,4.9,http://www.smilemakersdental.ca/,info@smilemakersdental.ca
763,Dental Clinic,Brampton Corners Dental Care,+1 905-451-1665,4.9,https://bramptoncornersdental.com/,drmeisels@yahoo.com; drmeisels@yahoo.com
764,Dental Clinic,ParkPlace Dental Centre,+1 905-866-6657,4.7,http://www.parkplacedentalcentre.com/,dentalfax@uponline.com; info@parkplacedentalcentre.com; reception@ppdc.dental
765,Dental Clinic,Dawson Dental - Brampton,+1 289-514-9303,4.9,https://www.dawsondental.ca/site/brampton-dentist?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,
766,Dental Clinic,Kennedy Dental Care,+1 905-846-3999,4.7,http://www.kennedydentalcarebrampton.com/,ajax-loader@2x.gif; kennedydentalcarebrampton@outlook.com
767,Dental Clinic,Conestoga Dental Centre,+1 905-840-0000,4.3,http://www.conestogadental.ca/,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com; conestogadental@gmail.com
768,Dental Clinic,Fisherman Family Dental Care - Brampton,+1 289-907-2688,4.9,https://fishermanfamilydental.com/?utm_source=GoogleOrganic&utm_medium=GMBwebsite&utm_campaign=GMBWebsiteLink,info@fishermanfamilydental.com
769,Dental Clinic,Dentistry on Main,+1 905-454-5777,4.9,https://dentistry-main.com/,info@dentistry-main.com
